               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 315,            0.012511,           0.0093305,           0.0031695,             0.85145,             0.75851,             0.80644,             0.65743,           0.0086264,           0.0038116,            0.012192,           0.0022285,           0.0022285,           0.0022285
                 316,            0.011838,           0.0090696,           0.0026561,             0.89438,              0.7058,             0.80721,             0.65658,           0.0086595,           0.0038961,            0.012443,           0.0022038,           0.0022038,           0.0022038
                 317,            0.011315,           0.0091831,           0.0028508,             0.82199,             0.75637,             0.81524,             0.65304,            0.008689,           0.0039595,            0.011702,            0.002179,            0.002179,            0.002179
                 318,            0.012557,            0.009271,           0.0031246,             0.86372,             0.73301,             0.81364,             0.64883,           0.0084284,           0.0039789,            0.011409,           0.0021543,           0.0021543,           0.0021543
                 319,            0.011889,           0.0096711,           0.0027097,             0.80903,             0.75742,             0.81188,             0.65027,           0.0084108,           0.0039103,            0.011309,           0.0021295,           0.0021295,           0.0021295
                 320,            0.012262,           0.0093612,           0.0037367,              0.8645,             0.73616,             0.81474,             0.65571,           0.0084594,           0.0038675,            0.011284,           0.0021048,           0.0021048,           0.0021048
                 321,             0.01202,           0.0092369,           0.0029802,             0.87127,             0.74708,             0.82647,             0.66142,           0.0084792,           0.0038358,            0.011179,             0.00208,             0.00208,             0.00208
                 322,            0.011265,            0.009313,           0.0027034,             0.89092,             0.74204,              0.8163,             0.65321,           0.0086905,           0.0038111,            0.011668,           0.0020553,           0.0020553,           0.0020553
                 323,            0.011571,           0.0090664,            0.002693,               0.862,             0.72859,             0.81404,              0.6575,           0.0087893,           0.0038531,            0.011217,           0.0020305,           0.0020305,           0.0020305
                 324,            0.011132,           0.0087465,            0.002389,             0.85442,             0.73835,             0.82041,             0.65573,           0.0087684,           0.0038604,            0.010933,           0.0020058,           0.0020058,           0.0020058
                 325,            0.011609,           0.0093873,           0.0030588,             0.86896,             0.74199,             0.82516,             0.66786,           0.0085693,           0.0037696,            0.011886,            0.001981,            0.001981,            0.001981
                 326,            0.011811,           0.0092548,           0.0030407,             0.88235,             0.72392,             0.82291,             0.66191,           0.0083552,           0.0036731,            0.012583,           0.0019563,           0.0019563,           0.0019563
                 327,            0.011403,           0.0091427,           0.0023037,              0.8507,             0.72398,             0.82076,             0.66035,           0.0083575,           0.0036656,            0.012328,           0.0019315,           0.0019315,           0.0019315
                 328,            0.010901,           0.0091129,           0.0024133,             0.86486,             0.73494,             0.82177,             0.66789,           0.0084668,           0.0037186,            0.012048,           0.0019068,           0.0019068,           0.0019068
                 329,            0.011064,            0.009075,           0.0024514,             0.86481,             0.72313,             0.82026,             0.65586,           0.0086163,           0.0038204,            0.011476,            0.001882,            0.001882,            0.001882
                 330,            0.011256,           0.0092774,           0.0025876,               0.886,             0.73842,             0.81486,             0.65275,           0.0087752,           0.0038421,            0.011066,           0.0018572,           0.0018572,           0.0018572
                 331,            0.011458,           0.0090665,           0.0026362,             0.89009,             0.75313,             0.82316,             0.67042,           0.0087996,           0.0038187,            0.010967,           0.0018325,           0.0018325,           0.0018325
                 332,            0.011099,           0.0090904,           0.0028324,             0.88414,             0.74107,             0.82742,             0.67236,           0.0087932,           0.0038591,            0.011201,           0.0018077,           0.0018077,           0.0018077
                 333,            0.011455,           0.0092389,           0.0029603,              0.8804,             0.72092,             0.82799,              0.6749,            0.008443,           0.0038108,            0.011623,            0.001783,            0.001783,            0.001783
                 334,             0.01123,           0.0087887,           0.0026693,             0.88805,             0.73555,              0.8268,             0.66933,           0.0081952,           0.0037818,            0.011814,           0.0017582,           0.0017582,           0.0017582
                 335,            0.011364,           0.0093623,           0.0028156,             0.86466,             0.76453,             0.82707,             0.67284,           0.0082631,           0.0038162,            0.011685,           0.0017335,           0.0017335,           0.0017335
                 336,            0.011553,           0.0092096,           0.0027595,             0.84584,             0.77995,              0.8311,              0.6807,           0.0082887,           0.0038046,            0.011493,           0.0017087,           0.0017087,           0.0017087
                 337,            0.010936,           0.0089794,           0.0022425,             0.87826,             0.74166,              0.8264,             0.67246,           0.0082043,           0.0038421,            0.011161,            0.001684,            0.001684,            0.001684
                 338,            0.011415,            0.008867,           0.0028899,             0.86244,             0.75726,             0.82502,             0.67893,           0.0080911,           0.0038304,             0.01074,           0.0016592,           0.0016592,           0.0016592
                 339,            0.010981,           0.0090081,            0.002399,             0.86188,              0.7553,             0.80787,             0.66723,           0.0081668,           0.0038405,            0.010369,           0.0016345,           0.0016345,           0.0016345
                 340,             0.01119,           0.0092163,           0.0029095,             0.86049,             0.76006,             0.81062,             0.67006,           0.0081483,           0.0038195,            0.010336,           0.0016097,           0.0016097,           0.0016097
                 341,            0.010839,            0.008807,           0.0026721,              0.8529,             0.75571,             0.81335,             0.66859,            0.008274,           0.0038925,            0.010381,            0.001585,            0.001585,            0.001585
                 342,            0.010772,           0.0089176,           0.0018188,             0.86417,             0.75193,             0.81541,             0.65949,           0.0084326,           0.0039084,            0.010404,           0.0015602,           0.0015602,           0.0015602
                 343,            0.011006,           0.0090766,           0.0018094,             0.86565,             0.75376,             0.81561,             0.65842,           0.0084545,           0.0039113,            0.010671,           0.0015355,           0.0015355,           0.0015355
                 344,            0.011144,           0.0088225,            0.002826,             0.87159,             0.74764,             0.82711,             0.67917,           0.0083557,           0.0038617,            0.010956,           0.0015107,           0.0015107,           0.0015107
                 345,            0.011457,            0.009048,           0.0021396,             0.87766,             0.74512,             0.82522,             0.66671,           0.0085438,           0.0038512,            0.011746,            0.001486,            0.001486,            0.001486
                 346,            0.010583,           0.0086888,           0.0019814,             0.82877,             0.76503,             0.81585,             0.66081,           0.0085093,           0.0038235,            0.012758,           0.0014612,           0.0014612,           0.0014612
                 347,            0.011995,           0.0090676,           0.0029458,             0.83431,             0.75623,             0.81649,             0.66147,           0.0085403,           0.0038671,            0.013666,           0.0014365,           0.0014365,           0.0014365
                 348,            0.010654,           0.0089994,           0.0032748,             0.87477,             0.75947,             0.81177,             0.65293,           0.0086836,            0.003873,            0.013987,           0.0014117,           0.0014117,           0.0014117
                 349,            0.010959,           0.0091533,           0.0027196,             0.88912,             0.75963,             0.82037,             0.65722,           0.0088137,            0.003838,            0.014274,            0.001387,            0.001387,            0.001387
                 350,            0.011108,           0.0088589,           0.0020032,              0.8978,              0.7627,             0.81843,             0.65827,           0.0088559,           0.0037995,            0.013642,           0.0013622,           0.0013622,           0.0013622
                 351,            0.011159,           0.0089812,           0.0023449,             0.90354,             0.76149,             0.82104,             0.65806,            0.008813,           0.0038541,             0.01344,           0.0013375,           0.0013375,           0.0013375
                 352,            0.011021,           0.0090864,           0.0024195,             0.89634,             0.76554,             0.82159,             0.66561,           0.0085621,            0.003886,            0.013131,           0.0013128,           0.0013128,           0.0013128
                 353,            0.010884,           0.0089742,           0.0025298,              0.8761,              0.7591,                0.82,             0.66704,           0.0084439,           0.0038517,            0.013358,            0.001288,            0.001288,            0.001288
                 354,            0.010775,           0.0088394,           0.0023326,             0.87822,             0.75723,             0.81915,             0.66515,            0.008427,           0.0038608,              0.0137,           0.0012633,           0.0012633,           0.0012633
                 355,            0.011904,           0.0094089,           0.0025493,             0.87841,             0.75135,             0.81621,             0.67056,           0.0084218,           0.0038646,            0.013785,           0.0012385,           0.0012385,           0.0012385
                 356,            0.010762,           0.0087352,           0.0025373,             0.86414,              0.7523,             0.80629,             0.67425,           0.0083236,           0.0038064,            0.013716,           0.0012138,           0.0012138,           0.0012138
                 357,           0.0099187,           0.0084494,           0.0018168,             0.88813,             0.74975,             0.80813,             0.67857,           0.0082958,           0.0037439,            0.013692,            0.001189,            0.001189,            0.001189
                 358,            0.010964,           0.0087945,           0.0020608,             0.89579,             0.74355,             0.81158,             0.67543,           0.0083639,           0.0037011,             0.01331,           0.0011643,           0.0011643,           0.0011643
                 359,             0.01076,           0.0087504,           0.0025055,             0.86753,             0.75359,             0.80356,              0.6741,            0.008308,           0.0037199,            0.013322,           0.0011395,           0.0011395,           0.0011395
                 360,            0.011567,           0.0092406,           0.0025397,             0.85178,             0.76634,             0.80219,             0.67909,           0.0083608,           0.0037203,            0.013354,           0.0011148,           0.0011148,           0.0011148
                 361,            0.010812,           0.0084798,           0.0021799,             0.86737,             0.72601,             0.80496,             0.67812,           0.0084791,            0.003779,            0.013194,             0.00109,             0.00109,             0.00109
                 362,            0.010366,           0.0089914,           0.0022578,             0.86252,             0.73768,             0.80686,             0.67222,           0.0085342,           0.0037575,            0.013047,           0.0010653,           0.0010653,           0.0010653
                 363,             0.01091,           0.0087274,           0.0024652,              0.8512,             0.74631,             0.80706,             0.67645,           0.0086181,           0.0037284,            0.013088,           0.0010405,           0.0010405,           0.0010405
                 364,            0.010208,           0.0087175,           0.0025534,             0.85913,             0.75714,             0.81247,             0.67473,           0.0085013,           0.0037169,            0.013108,           0.0010158,           0.0010158,           0.0010158
                 365,            0.011012,           0.0087071,           0.0024979,              0.8535,             0.74451,             0.81331,             0.67298,           0.0084537,           0.0037795,            0.013287,            0.000991,            0.000991,            0.000991
                 366,             0.01085,           0.0088425,           0.0024098,             0.88743,             0.71651,              0.8071,             0.67373,            0.008472,           0.0038024,            0.013404,          0.00096625,          0.00096625,          0.00096625
                 367,              0.0105,           0.0090507,           0.0024524,             0.84005,             0.75251,             0.80589,             0.67134,           0.0083411,           0.0038219,            0.013514,           0.0009415,           0.0009415,           0.0009415
                 368,            0.010777,           0.0085684,           0.0025429,             0.87796,             0.73564,             0.81242,             0.67187,           0.0082712,           0.0038435,            0.013397,          0.00091675,          0.00091675,          0.00091675
                 369,            0.010282,           0.0089489,           0.0021789,             0.85889,              0.7531,              0.8132,              0.6669,           0.0084534,           0.0038524,            0.013586,            0.000892,            0.000892,            0.000892
                 370,            0.010466,            0.008646,           0.0027912,             0.86947,             0.74205,             0.81103,             0.67699,           0.0085566,           0.0038393,            0.013673,          0.00086725,          0.00086725,          0.00086725
                 371,            0.010398,            0.008883,           0.0020561,              0.8854,             0.72352,             0.81168,             0.66647,           0.0085948,           0.0038509,            0.013628,           0.0008425,           0.0008425,           0.0008425
                 372,            0.010731,            0.008375,           0.0027997,             0.84865,             0.74743,             0.81092,             0.66827,           0.0086326,           0.0038411,            0.013554,          0.00081775,          0.00081775,          0.00081775
                 373,            0.010981,           0.0086816,           0.0022613,             0.84495,             0.74647,             0.81163,             0.66518,            0.008508,           0.0038468,            0.013493,            0.000793,            0.000793,            0.000793
                 374,            0.010194,           0.0081515,           0.0019925,             0.87954,             0.72498,             0.80788,             0.66121,           0.0084723,           0.0038611,            0.013426,          0.00076825,          0.00076825,          0.00076825
                 375,            0.010642,           0.0085991,           0.0020081,              0.8762,             0.72641,             0.80304,             0.65189,           0.0086086,           0.0038984,            0.013323,           0.0007435,           0.0007435,           0.0007435
                 376,            0.010415,           0.0083689,            0.002527,             0.87318,             0.72976,             0.80242,             0.64974,           0.0084769,           0.0038965,            0.013303,          0.00071875,          0.00071875,          0.00071875
                 377,            0.010356,            0.008674,           0.0023565,             0.86065,             0.74716,              0.8049,             0.65651,           0.0084002,            0.003876,            0.013155,            0.000694,            0.000694,            0.000694
                 378,            0.010026,           0.0081053,           0.0018951,             0.84195,             0.75851,             0.80479,             0.65445,            0.008326,           0.0038608,            0.013156,          0.00066925,          0.00066925,          0.00066925
                 379,            0.011117,           0.0088251,           0.0017386,              0.8473,             0.76297,             0.80124,             0.65679,           0.0084414,           0.0038916,            0.013096,           0.0006445,           0.0006445,           0.0006445
                 380,            0.010151,           0.0088089,           0.0022438,              0.8743,              0.7472,             0.80559,             0.65637,           0.0085275,           0.0038778,            0.013131,          0.00061975,          0.00061975,          0.00061975
                 381,            0.010214,           0.0086624,           0.0025962,             0.86776,             0.73118,             0.80313,             0.65868,            0.008637,           0.0038692,            0.013218,            0.000595,            0.000595,            0.000595
                 382,            0.010782,           0.0088831,           0.0025913,             0.86202,             0.73955,             0.80316,             0.66478,           0.0086026,           0.0038456,            0.013477,          0.00057025,          0.00057025,          0.00057025
                 383,            0.010595,           0.0086141,           0.0030771,             0.86899,              0.7398,             0.80653,             0.66712,           0.0085583,           0.0038577,            0.013448,           0.0005455,           0.0005455,           0.0005455
                 384,            0.010114,           0.0088551,           0.0024767,             0.86677,              0.7432,             0.80479,             0.67144,           0.0083802,           0.0038504,            0.013545,          0.00052075,          0.00052075,          0.00052075
                 385,            0.010988,           0.0089624,           0.0024876,             0.86344,             0.74415,             0.80632,             0.66857,           0.0083547,           0.0038743,            0.013505,            0.000496,            0.000496,            0.000496
                 386,            0.010379,           0.0085082,           0.0023159,             0.86961,             0.74449,             0.80676,             0.67028,           0.0083276,           0.0038749,             0.01351,          0.00047125,          0.00047125,          0.00047125
                 387,            0.010705,           0.0083442,           0.0020722,             0.87574,             0.74006,             0.80718,             0.66935,           0.0083734,           0.0038868,            0.013553,           0.0004465,           0.0004465,           0.0004465
                 388,            0.010193,           0.0086988,           0.0021364,             0.87704,             0.73817,             0.80837,             0.66943,           0.0084637,           0.0039041,             0.01353,          0.00042175,          0.00042175,          0.00042175
                 389,            0.009825,           0.0083175,           0.0020244,             0.87103,             0.73804,              0.8122,             0.66367,           0.0085186,           0.0039126,            0.013454,            0.000397,            0.000397,            0.000397
                 390,           0.0095958,           0.0083211,           0.0021107,             0.86669,             0.74104,             0.81299,             0.66706,            0.008504,           0.0039075,            0.013445,          0.00037225,          0.00037225,          0.00037225
                 391,            0.010796,           0.0086907,           0.0020739,             0.86829,             0.74206,             0.81512,             0.66823,           0.0085307,           0.0039046,            0.013495,           0.0003475,           0.0003475,           0.0003475
                 392,            0.010039,           0.0085579,           0.0021036,             0.87185,             0.74252,             0.81455,             0.67038,           0.0084933,           0.0038957,            0.013488,          0.00032275,          0.00032275,          0.00032275
                 393,            0.009959,           0.0084138,           0.0022801,             0.85657,             0.75906,             0.81608,             0.66868,           0.0084976,           0.0038894,             0.01346,            0.000298,            0.000298,            0.000298
                 394,           0.0099222,            0.008483,           0.0027073,             0.87243,             0.74804,             0.81676,             0.66477,           0.0084627,           0.0038981,            0.013317,          0.00027325,          0.00027325,          0.00027325
                 395,            0.010567,           0.0084591,           0.0023514,             0.87959,             0.73114,             0.81671,             0.66531,           0.0083976,           0.0038945,            0.013409,           0.0002485,           0.0002485,           0.0002485
                 396,            0.010177,           0.0082651,           0.0018885,             0.86939,             0.73658,             0.81122,             0.66302,           0.0084348,           0.0039062,            0.013543,          0.00022375,          0.00022375,          0.00022375
                 397,            0.010402,            0.008778,           0.0023205,             0.87302,             0.73669,             0.81216,             0.66142,           0.0084679,           0.0039194,            0.013574,            0.000199,            0.000199,            0.000199
                 398,           0.0094743,           0.0080633,           0.0020221,             0.89051,             0.72904,             0.81127,             0.66131,           0.0084691,           0.0039221,            0.013686,          0.00017425,          0.00017425,          0.00017425
                 399,            0.009825,           0.0085854,           0.0020623,             0.88858,             0.72648,             0.81071,             0.66216,           0.0085706,           0.0039252,            0.013689,           0.0001495,           0.0001495,           0.0001495
